dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,attack_cat,label
1.373,tcp,http,INT,147,77,5865,144601,3750.44,128,0,623129.2,1318850.9,7,18,Generic,1
4.628,tcp,http,FIN,245,291,55700,212177,1631.37,128,32,312021.7,1905449.5,8,10,Generic,1
19.343,udp,dns,FIN,154,310,51957,3640,2415.13,254,60,441890.6,1790254.6,8,15,Normal,0
7.374,udp,smtp,FIN,218,15,79591,182805,4713.89,255,0,115406.0,1940341.1,13,10,Exploits,1
1.096,tcp,dns,INT,54,107,68396,127804,3038.64,64,60,395760.3,582421.7,0,14,Normal,0
16.876,tcp,dns,CON,209,59,75387,231920,414.29,64,60,844747.3,1764667.4,6,7,Generic,1
25.125,tcp,http,FIN,65,306,112178,195741,1383.73,255,60,97679.3,1447171.4,4,5,Generic,1
29.067,udp,http,FIN,235,33,9634,240727,3463.43,128,0,659036.0,1083148.1,6,9,Normal,0
45.014,tcp,http,FIN,114,190,55851,84839,2200.8,31,60,31161.9,811486.6,12,18,Normal,0
11.152,tcp,dns,REQ,224,54,115031,39705,2655.05,31,32,457404.7,1616937.4,5,6,Normal,0
18.254,tcp,http,CON,200,219,50184,214825,957.3,254,252,996771.5,1638288.4,2,18,Fuzzers,1
4.564,tcp,smtp,REQ,114,253,12275,166803,4008.97,254,60,773120.0,1496557.3,6,3,Normal,0
10.886,udp,http,FIN,214,115,36845,138575,4382.14,31,252,46421.4,1644017.6,13,13,Normal,0
6.845,tcp,dns,CON,181,327,100277,174912,2961.33,254,32,223498.6,1505971.8,6,9,Normal,0
21.329,tcp,dns,FIN,106,277,118770,88971,857.89,254,60,45174.5,467955.2,8,5,Normal,0
0.187,tcp,http,CON,55,346,77411,24003,1509.32,64,32,489803.2,23939.4,4,2,Exploits,1
22.774,tcp,smtp,FIN,221,255,81455,32656,4761.71,31,32,297664.1,260772.3,8,7,Fuzzers,1
21.984,tcp,dns,FIN,71,274,19776,41581,1327.85,254,32,927852.5,1694862.8,2,6,Normal,0
13.517,udp,http,FIN,224,243,22816,239177,4501.32,255,252,204390.1,567980.5,5,15,Normal,0
4.722,tcp,dns,FIN,32,99,58058,70958,4460.67,254,32,770793.3,1105575.3,4,3,Normal,0
1.872,tcp,dns,FIN,293,77,33235,32640,2629.69,254,252,110634.2,1916627.2,5,2,Exploits,1
3.276,udp,smtp,FIN,123,125,41482,200950,3733.0,255,252,95203.1,768132.3,6,10,Exploits,1
4.354,tcp,http,CON,229,42,107529,158720,4525.93,64,0,266566.5,1010252.6,2,3,Normal,0
3.848,tcp,dns,CON,58,273,115293,219001,306.82,255,32,64477.7,311803.1,12,1,Exploits,1
32.843,tcp,dns,RST,148,71,40276,191892,4950.17,31,60,377473.1,460646.4,0,9,Normal,0
2.014,arp,-,FIN,183,53,26608,185597,3976.01,254,252,268151.8,1118904.8,11,4,Normal,0
31.233,udp,-,CON,168,2,95867,194368,1707.92,31,60,826467.9,1169519.8,2,15,Normal,0
4.64,udp,http,FIN,287,218,77753,19690,3325.23,255,0,353931.1,792413.8,4,2,Normal,0
3.147,tcp,dns,CON,118,328,2230,32328,1280.22,64,60,35323.2,1857524.2,13,9,Generic,1
1.772,udp,ssh,FIN,70,296,78690,210127,3461.05,254,29,169626.1,1432105.5,9,10,Normal,0
30.174,udp,smtp,FIN,264,39,90650,194905,2109.71,254,252,547297.8,312268.0,13,1,Normal,0
1.373,udp,http,CON,252,30,91535,96335,4331.22,254,60,124181.9,1311902.4,4,13,Normal,0
6.022,udp,dns,FIN,8,105,99656,206361,4782.02,255,252,275964.5,517085.4,3,5,Normal,0
8.12,udp,http,INT,133,262,87492,173317,3586.04,255,60,536530.4,846695.5,5,15,Exploits,1
2.906,tcp,-,FIN,298,328,4619,111936,4597.93,255,32,102332.4,1229951.2,1,17,Normal,0
12.505,tcp,dns,FIN,6,7,75938,26973,162.0,31,32,284118.3,1042981.3,14,13,Normal,0
3.3,udp,ssh,INT,254,220,36944,216676,1451.03,255,32,148547.9,725370.9,14,3,Generic,1
1.889,tcp,dns,RST,133,108,70056,196164,317.36,31,32,403594.0,1686489.2,7,11,DoS,1
16.788,tcp,http,FIN,82,122,54019,177908,1398.4,255,29,775839.7,702264.7,13,9,Generic,1
0.158,tcp,ftp-data,FIN,83,78,116564,223539,2076.64,128,60,681695.3,1282529.4,0,15,Normal,0
22.9,tcp,dns,FIN,196,212,67863,187446,2771.71,128,29,136432.4,359605.5,9,11,DoS,1
19.536,udp,dns,FIN,249,98,23576,181181,2008.66,31,32,761289.4,1393939.3,0,6,Normal,0
3.407,tcp,dns,REQ,219,246,110330,109412,4522.85,254,29,322679.5,74668.6,7,2,Normal,0
6.502,tcp,dns,INT,202,99,30594,223354,3772.22,64,252,161730.0,867800.8,9,12,Normal,0
1.113,arp,dns,FIN,42,344,25699,47828,2084.67,64,60,689419.1,1334423.9,12,4,Reconnaissance,1
33.207,tcp,http,CON,7,109,97833,89266,3278.04,64,32,549769.0,1150732.8,11,11,Normal,0
8.91,tcp,dns,CON,158,171,95327,149519,3010.82,254,29,275301.2,873839.9,0,3,Normal,0
5.243,tcp,dns,CON,243,148,39561,175342,2540.3,255,29,514944.3,1454812.2,14,12,Normal,0
14.481,ospf,http,CON,7,172,50976,175919,2387.52,64,29,470710.0,58988.4,0,1,Fuzzers,1
0.178,udp,smtp,FIN,157,137,14703,154042,329.28,255,29,162015.7,427799.1,4,8,Generic,1
14.459,udp,smtp,FIN,4,136,102655,85341,4778.99,254,252,827517.9,139685.6,2,9,Normal,0
0.786,udp,smtp,RST,49,188,47032,162074,3067.53,64,29,934651.2,394621.2,10,0,Normal,0
2.173,tcp,dns,FIN,169,109,112820,114888,4822.0,128,29,729447.1,1651635.1,14,3,Exploits,1
2.992,tcp,dns,FIN,123,44,49646,34407,1091.87,31,32,21524.0,1840513.6,14,16,Normal,0
0.349,tcp,smtp,CON,59,331,20023,203552,1060.2,255,0,483012.3,455771.5,1,13,Normal,0
18.071,arp,dns,FIN,3,121,584,220969,2083.91,128,0,510689.6,177738.9,5,7,Normal,0
10.222,tcp,http,FIN,188,282,89862,18609,4487.15,128,32,535463.0,1398107.5,10,18,Normal,0
5.278,udp,smtp,FIN,210,216,81018,241734,1949.28,255,32,546089.9,1820795.9,12,1,Generic,1
0.906,arp,smtp,REQ,290,305,83608,74353,2273.36,254,252,719766.2,1080789.8,13,17,Generic,1
7.818,tcp,http,CON,299,215,30727,203404,213.59,31,29,307160.8,186783.5,1,14,Normal,0
1.307,tcp,smtp,FIN,212,193,15779,175167,3630.32,128,0,378531.1,943859.6,2,11,Normal,0
16.125,tcp,-,FIN,263,157,21058,134829,3861.57,31,29,104270.4,1154690.0,8,12,Normal,0
6.197,tcp,dns,FIN,156,273,14462,61999,1085.77,31,252,854937.6,1463610.7,0,19,Normal,0
1.133,tcp,dns,FIN,74,153,25701,7556,580.35,255,29,251284.1,1697977.1,2,16,Exploits,1
9.359,tcp,dns,CON,293,347,107508,176810,2602.73,31,60,478022.8,222700.3,4,13,Normal,0
23.525,tcp,dns,FIN,232,143,115398,232997,3772.88,31,29,872268.0,1357317.9,10,7,Normal,0
3.566,arp,-,FIN,232,319,54736,22932,846.07,64,252,42693.0,270585.4,12,17,Normal,0
5.129,tcp,-,CON,81,76,45001,89363,896.46,31,0,246137.1,941105.8,9,5,Normal,0
2.053,tcp,dns,CON,160,189,83945,81308,2136.08,64,29,142769.3,756397.8,14,7,Fuzzers,1
0.158,tcp,http,CON,166,25,40697,149672,2116.99,64,0,63537.8,1763734.0,5,10,Exploits,1
0.498,unas,dns,INT,287,348,75972,176766,2769.9,128,252,743024.5,1307827.0,6,7,Generic,1
4.044,tcp,http,CON,235,102,58358,88196,2707.83,254,252,916232.9,154870.2,13,4,DoS,1
23.277,tcp,dns,FIN,262,23,3345,190269,4680.48,128,0,140885.1,441865.9,2,6,Generic,1
0.855,tcp,dns,RST,68,208,59041,37880,1162.36,64,60,395845.6,223542.1,10,3,Fuzzers,1
3.484,tcp,dns,RST,207,129,82044,123019,3770.72,255,60,228832.1,1853195.7,0,8,Generic,1
15.876,udp,http,INT,39,39,26581,84059,1092.16,254,252,678563.6,592949.0,9,16,Normal,0
2.66,tcp,dns,FIN,196,21,12694,104693,3069.32,64,60,702298.6,1585968.6,9,18,Normal,0
2.173,arp,dns,FIN,195,255,77699,40110,2153.96,254,60,394991.4,1265860.0,14,17,Normal,0
7.463,unas,ssh,FIN,47,304,48936,149251,4165.98,255,32,613861.9,116439.1,12,2,Normal,0
0.341,udp,dns,FIN,136,232,117630,239519,2138.56,128,29,325746.7,502065.6,0,7,Generic,1
4.579,tcp,http,FIN,112,95,78218,229147,1916.52,255,0,958630.2,38081.6,5,3,Normal,0
7.336,tcp,http,CON,59,261,49527,174642,330.21,254,0,378116.7,507496.1,12,13,Generic,1
17.219,udp,-,CON,36,237,85334,207286,4147.16,128,29,582006.0,560562.7,8,9,Generic,1
2.286,tcp,http,RST,107,23,69852,90775,2858.66,128,252,906829.6,755788.9,9,0,Normal,0
71.029,udp,smtp,CON,32,338,78094,203309,1381.49,64,252,667574.6,296857.7,0,7,Generic,1
0.418,udp,dns,CON,212,76,64898,69317,928.09,128,252,471091.9,31062.5,7,13,Analysis,1
1.107,tcp,dns,FIN,246,238,17714,104696,4958.09,255,252,841964.1,315135.1,13,8,Normal,0
3.884,udp,http,FIN,130,8,83819,99045,4121.91,31,0,977526.9,1238515.6,7,16,Normal,0
1.554,tcp,-,FIN,82,321,25958,204309,2878.26,254,60,46456.1,280089.3,12,16,Normal,0
3.108,unas,http,CON,264,151,25373,236114,3279.91,254,0,724273.1,786145.4,3,13,Normal,0
18.802,unas,dns,FIN,208,5,20098,169090,170.81,64,60,754895.3,1190973.6,12,11,Normal,0
8.88,udp,http,FIN,269,235,80439,201578,2472.34,255,252,215697.6,1394444.2,1,15,Analysis,1
0.981,tcp,dns,FIN,169,5,52442,141414,3818.81,64,252,939783.2,819037.6,14,19,Generic,1
36.159,unas,dns,INT,167,256,114243,233800,1903.08,255,32,556751.1,876283.4,7,7,Analysis,1
5.521,unas,http,CON,238,304,93005,1523,4351.77,254,60,432924.9,1197260.0,1,12,Normal,0
0.641,tcp,dns,FIN,51,81,114628,242070,1906.95,128,60,990815.0,1399668.1,11,9,Normal,0
8.142,tcp,http,FIN,87,36,98544,28079,4673.66,254,32,904852.7,1848920.7,7,6,Normal,0
10.723,tcp,smtp,REQ,58,164,89636,111522,3464.2,254,32,914657.7,637273.7,4,13,Exploits,1
7.238,tcp,ssh,FIN,151,64,112137,3857,4597.98,254,0,106960.8,856773.2,0,7,Analysis,1
14.942,tcp,http,INT,68,88,35248,60996,3946.45,31,0,268550.9,382073.8,2,4,Normal,0
6.174,arp,smtp,FIN,31,110,112919,10289,4192.89,254,32,602179.4,1143355.6,8,8,Normal,0
2.958,tcp,dns,FIN,143,11,42925,125329,2698.03,254,60,837799.3,938877.2,0,8,Generic,1
1.814,tcp,http,INT,148,137,54878,78524,2780.42,254,29,698727.6,40709.9,5,4,Generic,1
11.242,udp,http,CON,237,297,66943,195593,2874.41,254,0,164218.1,1748374.9,12,4,DoS,1
3.969,tcp,http,REQ,210,78,42149,137324,1599.07,31,29,706209.0,1958994.8,2,3,Generic,1
6.148,tcp,ssh,INT,229,185,47308,131098,121.86,255,252,866317.7,1104686.5,9,10,Exploits,1
0.25,tcp,smtp,INT,149,267,44448,23861,2515.01,64,60,3802.5,1615554.5,13,3,Fuzzers,1
4.736,udp,http,FIN,266,156,110438,66710,4597.2,254,60,676717.4,728646.9,13,18,Reconnaissance,1
7.832,udp,-,FIN,59,252,28460,128557,3293.58,64,29,113426.1,485766.9,6,15,Normal,0
17.616,tcp,-,REQ,49,140,118743,192278,4883.96,128,60,445883.5,1166949.9,9,2,Generic,1
22.357,tcp,dns,CON,217,263,100131,81993,1124.78,64,60,168253.5,1300832.0,8,1,Generic,1
2.297,tcp,ssh,FIN,132,222,16754,159538,1139.36,255,32,752628.4,1211278.7,0,13,DoS,1
2.575,udp,dns,CON,276,194,31065,128668,3375.21,254,252,965326.5,584727.8,0,0,Normal,0
8.981,arp,dns,INT,292,58,44708,84967,147.36,31,32,112588.7,1065101.4,9,4,Reconnaissance,1
9.019,unas,dns,FIN,269,241,18520,47565,631.3,128,32,951963.9,1281735.8,14,15,Generic,1
9.845,unas,dns,FIN,124,319,112076,238689,3185.22,64,32,970111.2,272125.5,10,12,Normal,0
57.158,tcp,http,FIN,123,94,41556,71736,258.01,64,29,184322.3,431163.0,5,7,Normal,0
7.85,tcp,dns,FIN,141,193,110967,38780,4824.73,128,29,28628.1,1171966.4,10,11,Normal,0
1.701,ospf,http,REQ,229,187,119607,22614,3840.53,255,0,946777.3,1576007.3,12,18,Generic,1
30.071,tcp,-,FIN,196,148,22040,10370,3533.7,64,32,522160.4,1017249.3,12,13,Exploits,1
10.641,unas,smtp,REQ,154,48,5023,184395,48.65,64,60,493245.7,1237866.5,10,19,Normal,0
29.52,tcp,dns,FIN,62,32,40561,234533,1077.67,255,32,345409.0,1726992.8,3,17,Normal,0
4.599,arp,dns,REQ,38,54,104404,127201,4116.38,31,29,162556.2,1553429.1,11,2,Normal,0
29.159,unas,dns,REQ,130,38,116803,210724,4698.97,128,252,251848.3,1834237.8,10,6,Normal,0
9.76,tcp,-,INT,196,298,102033,2179,1295.43,255,32,959128.8,1664790.3,14,11,Fuzzers,1
5.085,udp,dns,CON,247,269,19861,206932,4864.22,31,252,707283.2,1441338.0,8,2,Normal,0
27.557,tcp,dns,RST,279,135,6087,142880,3159.32,64,0,127470.9,1878979.7,11,6,Normal,0
9.191,tcp,http,CON,250,120,102407,38829,4688.0,255,60,793133.5,267134.9,4,14,Normal,0
19.666,udp,ssh,FIN,201,106,101076,211295,2407.05,255,32,222239.8,1165855.4,10,16,DoS,1
24.87,udp,http,FIN,100,61,36001,47281,1468.04,254,0,684370.4,1786031.1,8,14,Normal,0
3.844,tcp,smtp,RST,109,263,8356,50854,864.31,31,32,672144.3,1272125.1,5,18,Normal,0
14.831,tcp,dns,REQ,82,295,85063,84947,4629.34,255,252,308583.9,1267309.9,13,12,Generic,1
25.751,tcp,http,INT,129,190,105611,22672,2201.1,254,32,174159.6,150720.2,11,19,Normal,0
0.087,tcp,dns,INT,1,335,27742,16769,2981.86,64,60,943835.7,1237208.6,10,6,Reconnaissance,1
42.276,tcp,-,CON,81,322,55571,237833,724.87,128,29,112370.7,144349.2,11,17,Normal,0
21.494,tcp,http,CON,55,349,42112,222742,2617.4,31,32,374692.1,1265583.1,9,13,Normal,0
0.242,tcp,dns,FIN,290,223,56546,128351,280.7,254,0,497897.6,892615.1,8,17,Normal,0
3.888,tcp,smtp,RST,105,4,58716,85060,968.48,64,0,242368.4,421204.6,9,7,Normal,0
1.84,tcp,dns,INT,198,174,63011,131215,3028.12,31,29,126605.5,652956.3,5,0,Fuzzers,1
27.207,tcp,ftp-data,FIN,118,184,71049,117767,108.96,31,60,649542.2,1224495.4,2,18,Normal,0
8.377,tcp,-,FIN,104,177,99875,170980,1022.0,31,60,16903.8,382711.1,13,12,Fuzzers,1
17.924,tcp,http,FIN,264,11,36854,103933,2193.83,254,29,720095.7,1130462.3,1,7,Normal,0
4.769,tcp,dns,FIN,139,56,30084,218210,632.46,64,0,176816.6,1702167.4,9,17,Analysis,1
10.121,tcp,http,FIN,92,2,107782,168127,2519.76,31,29,910700.4,446503.3,11,2,Normal,0
4.941,tcp,smtp,FIN,285,53,107293,156770,1265.64,254,0,660407.1,1601434.8,10,19,Normal,0
18.109,tcp,smtp,CON,73,201,31054,214779,1035.12,255,32,698896.5,1226183.1,14,17,Normal,0
4.256,udp,ssh,CON,129,223,51722,172464,1374.05,31,29,18300.3,1538660.1,6,1,Fuzzers,1
5.348,udp,-,CON,166,238,109700,110539,1507.19,64,252,560770.2,1084554.0,12,2,Normal,0
5.036,tcp,dns,CON,69,143,67505,173056,292.83,255,0,900757.9,4237.6,14,0,Normal,0
3.253,udp,http,INT,295,105,29172,121054,2449.93,128,60,542855.4,1720644.0,13,9,Normal,0
9.283,tcp,smtp,CON,18,194,72682,21328,2942.75,31,252,582461.9,1693196.2,2,2,Exploits,1
14.625,tcp,dns,FIN,153,308,8474,212212,1116.25,64,32,427796.7,861142.1,9,10,Generic,1
3.121,tcp,ssh,CON,294,169,98234,126187,3076.78,255,32,966865.6,1239655.4,4,19,Normal,0
24.178,udp,dns,FIN,186,65,27138,169116,4962.24,128,252,731228.3,1706618.6,1,0,Fuzzers,1
7.349,udp,http,CON,264,165,28056,200888,1644.27,254,252,143927.5,766025.5,12,8,Normal,0
3.758,udp,dns,CON,7,65,48300,226642,4869.22,64,29,762887.9,684331.7,14,15,Normal,0
1.696,unas,dns,FIN,2,177,38451,199708,4076.14,128,252,863856.5,1032350.3,4,15,Normal,0
0.412,tcp,ftp-data,REQ,96,25,62838,116886,2381.56,31,252,881984.2,1808629.7,12,19,Exploits,1
16.691,tcp,dns,INT,73,159,52115,203284,4341.07,64,0,854847.0,885989.2,14,12,Normal,0
9.813,tcp,http,INT,170,76,83147,36113,4424.08,255,29,445725.9,1020359.2,5,14,Generic,1
13.706,tcp,smtp,FIN,202,137,106725,185339,3189.53,255,60,426966.7,57237.6,6,11,Normal,0
10.573,tcp,smtp,FIN,132,293,20236,100967,199.91,254,60,615244.3,227477.2,5,4,Reconnaissance,1
12.37,tcp,http,INT,24,326,87080,222441,213.19,128,29,82664.2,808632.2,6,2,Normal,0
2.196,tcp,dns,FIN,299,65,93669,90097,4145.19,64,252,534000.1,1468485.0,12,7,Generic,1
5.725,tcp,http,FIN,5,94,46868,211529,3130.63,255,0,161146.6,877161.7,14,8,Normal,0
8.761,tcp,http,FIN,187,345,31353,124071,4477.71,128,29,378913.8,1943959.4,9,1,Generic,1
24.715,tcp,http,FIN,236,63,41492,105173,2106.29,128,252,230558.5,1290481.8,4,8,Generic,1
28.076,ospf,http,CON,224,322,93438,3625,4331.0,254,60,393125.6,751302.3,0,12,Normal,0
1.467,tcp,http,FIN,141,77,75344,231110,1850.88,128,0,641120.6,694535.9,0,12,Exploits,1
1.958,tcp,-,FIN,14,272,19874,147991,51.05,255,29,423357.9,1334170.4,1,17,Normal,0
5.225,tcp,smtp,CON,186,100,25855,143330,3303.37,31,252,302076.5,1141830.3,5,9,Normal,0
3.014,tcp,-,CON,114,164,13485,59102,138.33,128,29,328009.9,1232538.5,11,14,DoS,1
13.803,tcp,ssh,CON,148,240,28068,195005,834.77,255,32,609456.6,1215984.6,5,1,Normal,0
0.747,tcp,http,CON,81,241,7561,67970,4055.73,31,60,895569.6,1612495.3,14,19,Normal,0
7.165,tcp,ftp-data,FIN,115,212,115223,91795,2001.43,254,0,666713.3,975922.2,2,17,Normal,0
1.468,unas,dns,CON,278,78,101357,28768,3982.1,255,252,24010.9,1359584.8,8,7,Exploits,1
2.891,tcp,smtp,INT,235,258,21340,87558,1711.2,64,252,16578.5,620299.3,11,5,Normal,0
19.916,tcp,dns,FIN,58,230,112365,153259,135.21,255,0,441380.1,588623.3,6,18,Normal,0
6.652,tcp,dns,REQ,12,274,116921,44071,2992.17,128,252,412994.6,890423.1,11,1,Normal,0
37.546,unas,smtp,CON,268,348,68026,94028,349.12,255,29,533531.2,392298.2,13,11,Exploits,1
18.636,tcp,ssh,FIN,269,193,7459,244814,4537.95,255,0,627227.6,692788.5,6,0,Generic,1
38.966,tcp,http,FIN,268,259,14333,203685,1498.88,255,29,589061.1,1184434.9,2,4,Normal,0
11.285,unas,smtp,INT,142,74,91474,138949,2254.67,254,60,820774.4,337806.1,13,13,Generic,1
6.678,tcp,http,FIN,59,274,13653,63079,41.07,31,0,906732.8,1508922.2,7,1,Normal,0
14.445,tcp,http,CON,162,125,76490,81762,2192.35,254,252,204443.6,40382.1,7,2,Normal,0
7.079,tcp,-,CON,192,145,35033,154950,902.9,128,60,628732.7,1870147.6,1,1,Normal,0
1.859,tcp,dns,FIN,37,317,21709,235544,1188.89,254,252,563665.5,1917012.5,10,5,Normal,0
0.99,udp,http,CON,113,210,71311,19626,3523.09,128,32,509450.6,750116.8,0,11,Generic,1
6.829,udp,dns,FIN,135,74,33392,226977,2732.47,254,32,866517.0,562850.8,0,12,Generic,1
4.639,udp,ssh,INT,203,311,10998,65061,888.7,64,0,640593.9,487540.8,8,12,Normal,0
4.678,tcp,dns,FIN,72,301,39754,11944,3206.3,254,0,815579.7,1569835.9,14,17,Fuzzers,1
18.839,udp,dns,CON,109,65,67303,230691,4639.49,31,60,43850.8,363551.6,5,7,Normal,0
8.442,tcp,dns,INT,177,180,48755,35097,1879.37,254,32,223221.7,1138758.8,7,14,Fuzzers,1
0.012,tcp,dns,FIN,282,166,20074,141204,3561.44,128,0,959371.1,1826111.2,8,16,Normal,0
20.57,tcp,dns,FIN,273,152,46903,189812,1442.71,31,32,19600.1,407955.5,0,4,DoS,1
18.018,tcp,dns,INT,16,64,74900,83047,1659.42,255,0,244005.5,1661221.5,7,0,Exploits,1
14.389,tcp,http,FIN,233,324,19136,36332,3426.6,31,60,512681.9,289526.4,0,16,Normal,0
5.019,arp,dns,FIN,292,4,31324,219828,1900.71,31,32,897947.7,1891785.3,6,16,Normal,0
21.928,tcp,dns,FIN,219,337,95927,159800,4419.05,128,252,502264.5,764104.8,2,13,Exploits,1
6.384,udp,smtp,CON,3,117,97909,249217,927.55,254,32,277754.0,1144930.6,9,13,Normal,0
3.536,tcp,ssh,FIN,247,43,1027,178355,1897.53,254,252,498627.4,1286312.1,0,14,Normal,0
35.389,tcp,http,REQ,203,207,61472,7455,258.69,64,29,472211.0,775846.1,5,6,Normal,0
11.275,unas,http,FIN,176,94,74118,232712,4878.59,128,60,855511.9,59473.0,13,2,Generic,1
5.863,udp,-,REQ,232,239,101598,114874,3247.76,254,32,633834.8,1969881.8,3,5,Fuzzers,1
27.632,arp,smtp,FIN,68,56,84201,125683,4424.9,128,29,592488.8,643987.1,6,14,Fuzzers,1
7.006,udp,http,FIN,90,176,39952,21799,4882.09,254,60,661872.2,1029246.7,3,6,Exploits,1
0.47,tcp,dns,INT,140,192,8231,177143,2761.64,255,60,481674.5,1769812.8,3,16,Reconnaissance,1
3.397,tcp,dns,FIN,111,23,103649,236294,3554.21,64,60,401504.3,233186.8,9,10,Generic,1
1.39,tcp,dns,CON,60,164,33813,121554,359.48,255,60,139444.3,731555.0,7,0,Normal,0
5.413,tcp,dns,FIN,109,110,82794,141415,360.16,31,32,454876.8,584960.4,3,18,Normal,0
5.677,tcp,dns,FIN,94,147,117591,197577,3636.58,255,60,856863.0,677562.7,11,10,Generic,1
0.531,tcp,-,INT,268,217,49989,181396,1260.13,31,32,293994.8,850047.8,3,1,Exploits,1
1.306,udp,dns,FIN,85,3,115115,221465,1073.3,254,252,787313.8,1881827.3,3,18,Generic,1
4.377,tcp,dns,CON,139,348,44256,146444,3887.99,255,0,526687.2,822298.2,13,12,Generic,1
3.45,unas,-,FIN,138,0,41196,210285,4222.66,31,32,323180.1,1002678.8,2,16,Exploits,1
17.159,udp,smtp,FIN,101,14,112325,85794,3335.3,255,0,815551.5,478435.9,14,11,Normal,0
16.516,tcp,-,INT,99,55,40668,141766,2532.64,128,29,233167.1,1654203.0,11,1,Normal,0
25.702,udp,-,FIN,193,213,34010,10453,611.3,254,32,280253.3,1807546.8,0,19,Exploits,1
3.973,tcp,dns,FIN,204,301,109326,88762,3200.43,64,0,629510.4,967295.9,9,6,Fuzzers,1
38.1,tcp,ftp-data,INT,23,31,37342,211802,3475.12,254,32,706546.3,1742896.2,0,10,Normal,0
19.812,tcp,http,FIN,33,158,45704,225820,165.63,254,0,636384.2,1115499.3,12,17,Normal,0
1.195,udp,smtp,INT,117,60,13279,242053,2742.01,31,32,444343.4,35329.9,2,9,Normal,0
14.315,tcp,dns,FIN,260,112,112711,61943,1073.79,64,252,897043.1,337865.5,4,5,Normal,0
28.925,tcp,smtp,FIN,274,167,4440,174515,2234.5,31,0,39550.1,1064918.9,10,11,Analysis,1
12.897,tcp,http,RST,11,29,76285,223412,2983.87,128,0,628320.2,1035974.8,12,13,Exploits,1
0.572,tcp,dns,INT,44,264,30927,102233,4410.37,31,29,21612.5,1535124.5,2,15,Normal,0
5.099,tcp,http,INT,252,173,65743,157289,3634.38,64,29,837807.8,1350662.8,0,13,Normal,0
3.5,udp,http,FIN,126,193,66099,237872,3851.67,254,32,197450.8,1572864.4,3,3,Reconnaissance,1
4.928,tcp,dns,REQ,127,253,31384,158878,1132.13,31,29,425645.7,1411764.7,7,7,Generic,1
30.642,udp,http,FIN,73,348,53676,57627,1902.15,254,60,800928.0,252549.6,2,7,Generic,1
2.964,tcp,dns,FIN,89,8,85945,169273,3427.27,255,252,489990.0,983422.4,14,2,Normal,0
1.934,tcp,-,FIN,285,134,47289,62618,3917.04,31,29,477395.9,1573765.6,1,3,Exploits,1
0.972,tcp,smtp,CON,20,215,60653,198000,1498.09,254,32,958061.0,1400106.9,0,11,Normal,0
5.764,tcp,dns,FIN,23,4,66496,54485,3223.89,64,29,481567.5,580955.2,6,5,Normal,0
1.413,tcp,http,FIN,280,343,76370,175287,3062.94,64,252,631859.2,1406272.1,6,18,Normal,0
15.083,tcp,dns,INT,21,179,77054,225386,1188.65,64,0,187682.7,1536263.5,10,13,Normal,0
15.971,tcp,dns,INT,277,236,30616,109369,4001.85,31,29,504162.1,504382.9,7,7,Generic,1
9.335,tcp,http,FIN,58,196,53116,51301,4858.06,254,60,753248.3,222654.8,8,18,Exploits,1
0.684,udp,ftp-data,CON,85,158,31792,161934,4432.18,31,29,918118.6,1004092.0,3,3,Generic,1
8.966,tcp,smtp,CON,92,184,25364,134909,4156.88,254,32,808201.5,1797681.6,4,3,Normal,0
49.154,tcp,dns,FIN,173,233,64546,96260,2306.73,255,60,196474.5,235122.4,8,7,Normal,0
3.499,tcp,-,INT,243,124,104722,117540,4723.9,255,252,312425.7,1265023.3,0,15,Normal,0
11.064,tcp,dns,CON,100,309,105516,106988,2912.01,254,29,131086.6,1865906.2,14,17,Normal,0
7.477,tcp,ftp-data,FIN,56,117,62675,85895,3288.02,255,29,677460.1,558243.6,2,10,Normal,0
0.726,tcp,-,INT,295,74,36708,73649,4697.49,31,0,288878.2,238806.9,11,13,Normal,0
2.017,tcp,http,FIN,95,93,21413,46569,4782.91,31,32,785899.3,1168727.9,2,9,DoS,1
8.785,tcp,http,CON,249,48,5909,190355,1689.64,255,252,934853.9,1351947.9,14,4,Normal,0
3.841,tcp,ssh,CON,270,163,108483,140763,1709.76,254,252,221638.8,94472.2,0,19,Normal,0
0.245,tcp,smtp,INT,15,280,31779,198160,3153.95,128,252,437163.1,979991.1,12,18,DoS,1
16.731,tcp,smtp,FIN,126,85,75316,48146,3097.15,31,252,9106.7,729571.6,7,14,Normal,0
5.336,udp,http,INT,252,117,42924,171395,4743.88,254,29,717022.5,1614644.3,4,9,Generic,1
11.198,tcp,http,FIN,194,18,101082,76374,637.69,128,0,22638.0,1251241.6,6,2,Exploits,1
21.18,tcp,-,FIN,68,12,24499,80971,4104.52,128,60,560181.3,937402.3,13,2,Normal,0
21.4,tcp,http,INT,200,150,58775,201119,1921.58,64,29,210428.2,1454772.5,10,13,Normal,0
8.208,tcp,smtp,INT,65,144,83190,234440,4583.25,64,0,289174.6,1427908.0,6,17,Normal,0
19.845,tcp,dns,INT,243,63,73263,234219,4958.37,128,29,63919.8,1814172.0,5,1,Normal,0
11.797,tcp,http,FIN,298,103,100439,190029,2467.51,255,32,887093.4,1154756.3,13,2,Generic,1
16.052,tcp,smtp,CON,163,158,75503,32943,1583.07,254,60,849014.9,729102.7,6,12,Normal,0
